x,y,magnitude
33,25,1667338
33,26,1593553
33,27,1407073
33,28,1225705
33,29,1065316
33,30,932729
33,31,881215
33,32,875873
33,33,871315
33,34,853265
33,35,832694
33,36,816785
33,37,804516
33,38,818708
33,39,852400
33,40,861389
33,41,817997
33,42,721509
33,43,551590
33,44,340586
33,45,178897
33,46,67206
33,47,7254
33,48,1561
33,49,285
33,50,19
33,51,2
33,52,1.02E-10
33,53,6.35E-11
33,54,2.11E-10
33,55,3.45E-10
33,56,1.89E-10
33,57,1.11E-10
33,58,2.65E-11
33,59,5.75E-10
33,60,1.65E-10
33,61,1.66E-10
33,62,3.13E-10
33,63,2.31E-11
33,64,1.79E-10
33,65,2.02E-10
33,66,6.31E-11
33,67,3.82E-10
33,68,1.77E-10
33,69,1.47E-10
33,70,1.17E-10
33,71,2
33,72,12
33,73,258
33,74,1212
33,75,6200
33,76,55455
33,77,164783
33,78,321116
33,79,523773
33,80,710477
33,81,827648
33,82,882879
33,83,886711
33,84,859287
33,85,850266
33,86,834534
33,87,827692
33,88,849358
33,89,883792
33,90,942372
33,91,1031864
33,92,1164124
33,93,1273019
33,94,1329672
33,95,1277041
33,96,1107205
33,97,974654
33,98,952167
33,99,1029771
33,100,1145431
33,101,1193155
33,102,1143074
33,103,1045245
33,104,952329
33,105,891987
33,106,850096
33,107,814546
33,108,795187
33,109,799125
33,110,816621
33,111,836936
33,112,874928
33,113,865860
33,114,809698
33,115,697832
33,116,494102
33,117,289097
33,118,138652
33,119,39711
33,120,5075
33,121,1592
33,122,205
33,123,6
33,124,5
33,125,2.53E-10
33,126,4
33,127,28
34,0,202
34,1,2900
34,2,8789
34,3,67393
34,4,256355
34,5,586501
34,6,1003444
34,7,1355566
34,8,1479515
34,9,1389347
34,10,1198069
34,11,1017873
34,12,941814
34,13,935383
34,14,935772
34,15,939040
34,16,942276
34,17,957781
34,18,992068
34,19,1078791
34,20,1246322
34,21,1454837
34,22,1759565
34,23,2075778
34,24,2198660
34,25,2175788
34,26,1991800
34,27,1639506
34,28,1330671
34,29,1102897
34,30,935415
34,31,877132
34,32,869353
34,33,861216
34,34,838091
34,35,818435
34,36,805729
34,37,804248
34,38,826346
34,39,857044
34,40,904783
34,41,904818
34,42,832463
34,43,703189
34,44,478802
34,45,266320
34,46,118310
34,47,25160
34,48,3588
34,49,981
34,50,125
34,51,1.96E-10
34,52,3
34,53,5.80E-11
34,54,2.19E-10
34,55,3.23E-10
34,56,1.77E-10
34,57,1.17E-10
34,58,5.00E-11
34,59,5.34E-10
34,60,1.39E-10
34,61,1.38E-10
34,62,3.07E-10
34,63,3.08E-11
34,64,1.68E-10
34,65,2.19E-10
34,66,8.22E-11
34,67,3.76E-10
34,68,1.51E-10
34,69,1.46E-10
34,70,3
34,71,1.23E-10
34,72,109
34,73,1007
34,74,3038
34,75,21482
34,76,112859
34,77,252374
34,78,457658
34,79,682330
34,80,830075
34,81,919284
34,82,931316
34,83,902065
34,84,867913
34,85,843056
34,86,824575
34,87,814229
34,88,827125
34,89,861098
34,90,914511
34,91,989501
34,92,1135958
34,93,1336484
34,94,1496006
34,95,1605595
34,96,1658538
34,97,1580564
34,98,1550484
34,99,1550017
34,100,1435338
34,101,1340857
34,102,1197852
34,103,1036780
34,104,930793
34,105,870520
34,106,827966
34,107,794951
34,108,783438
34,109,799732
34,110,820476
34,111,847326
34,112,888002
34,113,933764
34,114,916675
34,115,820438
34,116,655013
34,117,410125
34,118,208859
34,119,81891
34,120,9045
34,121,2000
34,122,479
34,123,49
34,124,7.63E-11
34,125,1
34,126,4
34,127,28
35,0,202
35,1,2911
35,2,8788
35,3,68007
35,4,257925
35,5,595591
35,6,1045876
35,7,1459927
35,8,1628731
35,9,1544021
35,10,1331128
35,11,1120840
35,12,1027894
35,13,1037583
35,14,1068739
35,15,1103370
35,16,1139323
35,17,1179863
35,18,1238992
35,19,1332997
35,20,1531726
35,21,1874778
35,22,2329667
35,23,2835841
35,24,3101663
35,25,3006774
35,26,2669750
35,27,2124729
35,28,1615700
35,29,1281542
35,30,1060917
35,31,966940
35,32,926102
35,33,883466
35,34,841493
35,35,808890
35,36,789005
35,37,802295
35,38,834736
35,39,869144
35,40,920977
35,41,969696
35,42,931698
35,43,814306
35,44,617479
35,45,366987
35,46,172300
35,47,56196
35,48,6434
35,49,1945
35,50,226
35,51,17
35,52,4
35,53,1.98E-11
35,54,2.06E-10
35,55,3.47E-10
35,56,2.03E-10
35,57,1.30E-10
35,58,5.00E-11
35,59,5.32E-10
35,60,1.40E-10
35,61,1.41E-10
35,62,3.30E-10
35,63,1.04E-10
35,64,1.70E-10
35,65,2.22E-10
35,66,6.20E-11
35,67,3.87E-10
35,68,1.11E-10
35,69,1.54E-10
35,70,5
35,71,14
35,72,222
35,73,2101
35,74,6303
35,75,51281
35,76,169829
35,77,350509
35,78,595637
35,79,805859
35,80,941306
35,81,994237
35,82,964608
35,83,913852
35,84,868875
35,85,832296
35,86,826525
35,87,815710
35,88,825900
35,89,870639
35,90,944171
35,91,1040395
35,92,1197632
35,93,1483940
35,94,1774195
35,95,2092668
35,96,2421285
35,97,2488549
35,98,2464284
35,99,2290209
35,100,1933812
35,101,1634412
35,102,1375237
35,103,1164555
35,104,1030625
35,105,942137
35,106,869518
35,107,812808
35,108,786147
35,109,794513
35,110,819952
35,111,860971
35,112,898472
35,113,975146
35,114,1006810
35,115,921461
35,116,753096
35,117,483855
35,118,243481
35,119,84346
35,120,9358
35,121,2707
35,122,572
35,123,31
35,124,6
35,125,1
35,126,4
35,127,28
36,0,202
36,1,2913
36,2,8798
36,3,68099
36,4,259028
36,5,598510
36,6,1072440
36,7,1537846
36,8,1764882
36,9,1704128
36,10,1491109
36,11,1281459
36,12,1191893
36,13,1237639
36,14,1329377
36,15,1425247
36,16,1523741
36,17,1622347
36,18,1737959
36,19,1875530
36,20,2098279
36,21,2548474
36,22,3152563
36,23,3820183
36,24,4279878
36,25,4169578
36,26,3670696
36,27,2919537
36,28,2156993
36,29,1661517
36,30,1369114
36,31,1209433
36,32,1105551
36,33,1005692
36,34,918783
36,35,849209
36,36,805602
36,37,802948
36,38,835708
36,39,887216
36,40,934909
36,41,1007805
36,42,1024841
36,43,919953
36,44,747646
36,45,476597
36,46,237942
36,47,93067
36,48,10859
36,49,2299
36,50,486
36,51,53
36,52,8.45E-11
36,53,1
36,54,2.00E-10
36,55,3.70E-10
36,56,2.10E-10
36,57,1.27E-10
36,58,5.67E-11
36,59,5.44E-10
36,60,1.19E-10
36,61,1.14E-10
36,62,3.37E-10
36,63,2.07E-10
36,64,1.74E-10
36,65,2.02E-10
36,66,4.62E-11
36,67,4.04E-10
36,68,4.22E-11
36,69,1
36,70,1.53E-10
36,71,54
36,72,483
36,73,2325
36,74,10645
36,75,91662
36,76,235328
36,77,464092
36,78,731441
36,79,927079
36,80,1048589
36,81,1049322
36,82,991701
36,83,925767
36,84,872389
36,85,841627
36,86,834653
36,87,842475
36,88,880827
36,89,962942
36,90,1084497
36,91,1239373
36,92,1426933
36,93,1742858
36,94,2148203
36,95,2689651
36,96,3258862
36,97,3591148
36,98,3593655
36,99,3209600
36,100,2626829
36,101,2092129
36,102,1706869
36,103,1457685
36,104,1275414
36,105,1131562
36,106,1001282
36,107,901088
36,108,842674
36,109,821757
36,110,821983
36,111,867558
36,112,925454
36,113,990502
36,114,1002665
36,115,903740
36,116,670482
36,117,399672
36,118,182590
36,119,41943
36,120,5542
36,121,1920
36,122,254
36,123,6
36,124,7
36,125,2.83E-10
36,126,4
36,127,28
37,0,202
37,1,2913
37,2,8813
37,3,68094
37,4,259933
37,5,600412
37,6,1087351
37,7,1590796
37,8,1880424
37,9,1858619
37,10,1654466
37,11,1446541
37,12,1356978
37,13,1426313
37,14,1572174
37,15,1729771
37,16,1890280
37,17,2050929
37,18,2220270
37,19,2412274
37,20,2656421
37,21,3149606
37,22,3901322
37,23,4719727
37,24,5357913
37,25,5348866
37,26,4736937
37,27,3825064
37,28,2841828
37,29,2155021
37,30,1788982
37,31,1564285
37,32,1395559
37,33,1232374
37,34,1085437
37,35,960924
37,36,879352
37,37,845374
37,38,845790
37,39,898824
37,40,966949
37,41,1040633
37,42,1091851
37,43,1029697
37,44,853339
37,45,567314
37,46,300100
37,47,114575
37,48,13748
37,49,2721
37,50,728
37,51,36
37,52,5
37,53,1
37,54,1.56E-10
37,55,3.51E-10
37,56,1.72E-10
37,57,1.17E-10
37,58,6.66E-11
37,59,5.47E-10
37,60,9.21E-11
37,61,9.29E-11
37,62,3.67E-10
37,63,3.01E-10
37,64,1.81E-10
37,65,1.79E-10
37,66,6.25E-11
37,67,4.12E-10
37,68,6.45E-11
37,69,1
37,70,4
37,71,44
37,72,728
37,73,2666
37,74,14175
37,75,119069
37,76,299040
37,77,559662
37,78,841627
37,79,1047615
37,80,1126225
37,81,1098922
37,82,1031418
37,83,936376
37,84,884272
37,85,860748
37,86,871937
37,87,934040
37,88,1025990
37,89,1155036
37,90,1326383
37,91,1533107
37,92,1761071
37,93,2071400
37,94,2580319
37,95,3330726
37,96,4092947
37,97,4647999
37,98,4623389
37,99,4045492
37,100,3309556
37,101,2564583
37,102,2090941
37,103,1823874
37,104,1606010
37,105,1405587
37,106,1215499
37,107,1060040
37,108,957415
37,109,889685
37,110,860514
37,111,871396
37,112,951170
37,113,999853
37,114,959521
37,115,836727
37,116,566656
37,117,303842
37,118,121283
37,119,16068
37,120,3193
37,121,822
37,122,84
37,123,4
37,124,2
37,125,2.65E-10
37,126,4
37,127,28
38,0,202
38,1,2913
38,2,8820
38,3,68099
38,4,260273
38,5,601756
38,6,1092354
38,7,1624273
38,8,1972420
38,9,2003869
38,10,1818869
38,11,1601292
38,12,1482266
38,13,1530975
38,14,1681900
38,15,1854846
38,16,2031127
38,17,2208935
38,18,2389706
38,19,2600157
38,20,2858147
38,21,3348336
38,22,4198328
38,23,5136537
38,24,5918224
38,25,6097340
38,26,5470467
38,27,4474267
38,28,3389186
38,29,2543327
38,30,2122321
38,31,1880333
38,32,1685785
38,33,1494243
38,34,1306862
38,35,1127084
38,36,1000119
38,37,922316
38,38,890199
38,39,910326
38,40,1000034
38,41,1097385
38,42,1158274
38,43,1141089
38,44,962138
38,45,659679
38,46,369891
38,47,144649
38,48,32575
38,49,4466
38,50,1284
38,51,131
38,52,7
38,53,3
38,54,1.78E-10
38,55,3.36E-10
38,56,1.50E-10
38,57,1.62E-10
38,58,9.94E-11
38,59,5.44E-10
38,60,7.78E-11
38,61,6.18E-11
38,62,3.86E-10
38,63,3.56E-10
38,64,1.95E-10
38,65,1.40E-10
38,66,9.23E-11
38,67,4.41E-10
38,68,1.04E-10
38,69,3
38,70,7
38,71,131
38,72,1323
38,73,4442
38,74,33317
38,75,151774
38,76,370689
38,77,653548
38,78,951057
38,79,1159288
38,80,1200660
38,81,1168183
38,82,1063727
38,83,953186
38,84,910851
38,85,913895
38,86,971252
38,87,1088294
38,88,1226987
38,89,1392395
38,90,1579238
38,91,1784936
38,92,2011886
38,93,2279019
38,94,2851742
38,95,3709360
38,96,4533033
38,97,5195067
38,98,5096535
38,99,4389595
38,100,3577379
38,101,2762681
38,102,2279288
38,103,2046230
38,104,1838886
38,105,1637899
38,106,1446178
38,107,1272037
38,108,1121021
38,109,998926
38,110,930684
38,111,908359
38,112,963579
38,113,1000189
38,114,918164
38,115,738436
38,116,463174
38,117,224793
38,118,68436
38,119,7104
38,120,2214
38,121,372
38,122,9
38,123,6
38,124,1.85E-10
38,125,2.58E-10
38,126,4
38,127,28
39,0,202
39,1,2913
39,2,8821
39,3,68115
39,4,260304
39,5,602879
39,6,1094792
39,7,1645535
39,8,2037611
39,9,2129502
39,10,1975118
39,11,1740358
39,12,1569562
39,13,1558357
39,14,1657473
39,15,1782795
39,16,1911627
39,17,2043401
39,18,2174942
39,19,2351716
39,20,2612354
39,21,3069972
39,22,3931763
39,23,4937368
39,24,5794332
39,25,6173963
39,26,5648503
39,27,4613764
39,28,3532682
39,29,2643625
39,30,2192219
39,31,1994005
39,32,1833016
39,33,1670380
39,34,1498251
39,35,1322495
39,36,1163090
39,37,1036118
39,38,967577
39,39,950246
39,40,1024797
39,41,1166216
39,42,1245018
39,43,1244770
39,44,1068534
39,45,754619
39,46,432888
39,47,180107
39,48,53771
39,49,6331
39,50,2387
39,51,202
39,52,17
39,53,5
39,54,1.58E-10
39,55,2.95E-10
39,56,1.58E-10
39,57,1.27E-10
39,58,8.60E-11
39,59,5.04E-10
39,60,9.20E-11
39,61,5.54E-11
39,62,3.74E-10
39,63,3.43E-10
39,64,2.09E-10
39,65,1.06E-10
39,66,1.14E-10
39,67,4.63E-10
39,68,1.08E-10
39,69,5
39,70,15
39,71,202
39,72,2393
39,73,6323
39,74,55765
39,75,187849
39,76,435726
39,77,749032
39,78,1062245
39,79,1262233
39,80,1298883
39,81,1239846
39,82,1094474
39,83,991930
39,84,968108
39,85,1010102
39,86,1116259
39,87,1263796
39,88,1425113
39,89,1575161
39,90,1722712
39,91,1874279
39,92,2038245
39,93,2252243
39,94,2839336
39,95,3665151
39,96,4475209
39,97,5105691
39,98,4935614
39,99,4169659
39,100,3336971
39,101,2606783
39,102,2200363
39,103,2023986
39,104,1881182
39,105,1737925
39,106,1597891
39,107,1457938
39,108,1307185
39,109,1150444
39,110,1037282
39,111,986144
39,112,987242
39,113,969584
39,114,869750
39,115,627125
39,116,359733
39,117,156948
39,118,29777
39,119,4425
39,120,1451
39,121,187
39,122,4
39,123,5
39,124,1.37E-10
39,125,2.16E-10
39,126,4
39,127,28
40,0,202
40,1,2913
40,2,8821
40,3,68126
40,4,260303
40,5,603493
40,6,1096350
40,7,1654607
40,8,2079998
40,9,2233537
40,10,2125093
40,11,1892355
40,12,1686305
40,13,1612801
40,14,1649025
40,15,1711123
40,16,1776832
40,17,1846519
40,18,1921335
40,19,2067822
40,20,2322658
40,21,2746903
40,22,3547197
40,23,4559141
40,24,5437174
40,25,5928042
40,26,5565143
40,27,4506238
40,28,3422747
40,29,2549671
40,30,2074391
40,31,1920933
40,32,1816512
40,33,1710959
40,34,1594275
40,35,1467372
40,36,1326773
40,37,1175743
40,38,1073896
40,39,1027141
40,40,1072361
40,41,1223761
40,42,1349612
40,43,1346608
40,44,1167578
40,45,840851
40,46,479491
40,47,211960
40,48,62905
40,49,7511
40,50,3102
40,51,202
40,52,31
40,53,5
40,54,1.52E-10
40,55,2.93E-10
40,56,2.32E-10
40,57,8.47E-11
40,58,1.35E-10
40,59,4.75E-10
40,60,1.54E-10
40,61,6.87E-11
40,62,4.14E-10
40,63,3.63E-10
40,64,2.47E-10
40,65,5.77E-11
40,66,1.69E-10
40,67,4.57E-10
40,68,9.01E-11
40,69,5
40,70,29
40,71,202
40,72,3191
40,73,7497
40,74,66414
40,75,219671
40,76,483484
40,77,835657
40,78,1167205
40,79,1364310
40,80,1407548
40,81,1304911
40,82,1150183
40,83,1057717
40,84,1048947
40,85,1133248
40,86,1270922
40,87,1415366
40,88,1551779
40,89,1650079
40,90,1738192
40,91,1832196
40,92,1929124
40,93,2140081
40,94,2685779
40,95,3445605
40,96,4259629
40,97,4744889
40,98,4504913
40,99,3779903
40,100,2931045
40,101,2312797
40,102,2008790
40,103,1882651
40,104,1801761
40,105,1720019
40,106,1638367
40,107,1555967
40,108,1442371
40,109,1303034
40,110,1158276
40,111,1084849
40,112,1025291
40,113,932249
40,114,793833
40,115,523943
40,116,268420
40,117,96738
40,118,10628
40,119,2833
40,120,608
40,121,39
40,122,5
40,123,1
40,124,1.22E-10
40,125,2.12E-10
40,126,4
40,127,28
41,0,202
41,1,2913
41,2,8821
41,3,68128
41,4,260313
41,5,603585
41,6,1097454
41,7,1657529
41,8,2106590
41,9,2311429
41,10,2260728
41,11,2051119
41,12,1818468
41,13,1686419
41,14,1659634
41,15,1666306
41,16,1684571
41,17,1706312
41,18,1750667
41,19,1900074
41,20,2164113
41,21,2586233
41,22,3319659
41,23,4300916
41,24,5189145
41,25,5704150
41,26,5481712
41,27,4453794
41,28,3326987
41,29,2436339
41,30,1926484
41,31,1786293
41,32,1728626
41,33,1674245
41,34,1611390
41,35,1542430
41,36,1444816
41,37,1315161
41,38,1183070
41,39,1120960
41,40,1153115
41,41,1295377
41,42,1452283
41,43,1450956
41,44,1262702
41,45,913303
41,46,516658
41,47,238003
41,48,65364
41,49,8604
41,50,3241
41,51,207
41,52,35
41,53,5
41,54,1.92E-10
41,55,2.72E-10
41,56,2.54E-10
41,57,4.62E-11
41,58,1.70E-10
41,59,4.16E-10
41,60,1.94E-10
41,61,5.21E-11
41,62,4.10E-10
41,63,3.27E-10
41,64,2.04E-10
41,65,1.01E-10
41,66,1.68E-10
41,67,3.86E-10
41,68,3.85E-11
41,69,5
41,70,35
41,71,207
41,72,3400
41,73,8596
41,74,69219
41,75,245736
41,76,521235
41,77,907477
41,78,1265003
41,79,1472788
41,80,1512081
41,81,1387137
41,82,1230453
41,83,1136122
41,84,1153557
41,85,1271601
41,86,1404242
41,87,1510491
41,88,1599642
41,89,1650382
41,90,1678644
41,91,1722111
41,92,1779749
41,93,2033135
41,94,2567052
41,95,3325453
41,96,4140368
41,97,4427030
41,98,4143652
41,99,3484091
41,100,2650688
41,101,2098997
41,102,1834274
41,103,1732141
41,104,1684137
41,105,1649735
41,106,1624516
41,107,1592225
41,108,1527149
41,109,1426819
41,110,1285155
41,111,1180501
41,112,1064389
41,113,909524
41,114,689224
41,115,418344
41,116,195112
41,117,50747
41,118,5961
41,119,2006
41,120,301
41,121,5
41,122,7
41,123,4.43E-10
41,124,1.13E-10
41,125,2.01E-10
41,126,4
41,127,28
42,0,202
42,1,2913
42,2,8821
42,3,68128
42,4,260328
42,5,603580
42,6,1098359
42,7,1659431
42,8,2121487
42,9,2364365
42,10,2375254
42,11,2203342
42,12,1960598
42,13,1784878
42,14,1695816
42,15,1661188
42,16,1660542
42,17,1667627
42,18,1726573
42,19,1922683
42,20,2225156
42,21,2676357
42,22,3369863
42,23,4292495
42,24,5194473
42,25,5706287
42,26,5545549
42,27,4590360
42,28,3407410
42,29,2447234
42,30,1851214
42,31,1672484
42,32,1633019
42,33,1606628
42,34,1586613
42,35,1565293
42,36,1515450
42,37,1429645
42,38,1299864
42,39,1217863
42,40,1247789
42,41,1397148
42,42,1553184
42,43,1552012
42,44,1355307
42,45,968401
42,46,550333
42,47,254745
42,48,66930
42,49,9592
42,50,3223
42,51,222
42,52,35
42,53,5
42,54,2.58E-10
42,55,2.78E-10
42,56,2.64E-10
42,57,4.91E-11
42,58,2.07E-10
42,59,3.98E-10
42,60,2.29E-10
42,61,5.36E-11
42,62,4.37E-10
42,63,3.09E-10
42,64,1.88E-10
42,65,1.26E-10
42,66,1.81E-10
42,67,3.45E-10
42,68,2.82E-11
42,69,5
42,70,35
42,71,220
42,72,3361
42,73,9505
42,74,70113
42,75,260923
42,76,554167
42,77,961323
42,78,1357284
42,79,1580114
42,80,1613739
42,81,1494460
42,82,1317108
42,83,1231252
42,84,1284360
42,85,1388747
42,86,1489247
42,87,1561647
42,88,1594038
42,89,1605156
42,90,1603421
42,91,1626770
42,92,1693619
42,93,2021365
42,94,2620565
42,95,3409522
42,96,4168827
42,97,4334449
42,98,4029633
42,99,3372009
42,100,2588879
42,101,2051664
42,102,1757409
42,103,1626746
42,104,1579987
42,105,1561080
42,106,1570205
42,107,1569446
42,108,1549013
42,109,1489274
42,110,1394522
42,111,1260848
42,112,1076405
42,113,860499
42,114,584385
42,115,319269
42,116,132949
42,117,21213
42,118,4379
42,119,1344
42,120,252
42,121,11
42,122,4
42,123,4.34E-10
42,124,1.15E-10
42,125,1.74E-10
42,126,4
42,127,28
43,0,202
43,1,2913
43,2,8821
43,3,68128
43,4,260335
43,5,603585
43,6,1098699
43,7,1660775
43,8,2126486
43,9,2397842
43,10,2466869
43,11,2347943
43,12,2117555
43,13,1909398
43,14,1758909
43,15,1678679
43,16,1663711
43,17,1680095
43,18,1785170
43,19,2044062
43,20,2403343
43,21,2890161
43,22,3557710
43,23,4395860
43,24,5284571
43,25,5807839
43,26,5696713
43,27,4851468
43,28,3634745
43,29,2598266
43,30,1889060
43,31,1619189
43,32,1574725
43,33,1546095
43,34,1551249
43,35,1561496
43,36,1548747
43,37,1503638
43,38,1419964
43,39,1335119
43,40,1356154
43,41,1515172
43,42,1661411
43,43,1647110
43,44,1437991
43,45,1003417
43,46,572732
43,47,252354
43,48,60430
43,49,9337
43,50,2980
43,51,187
43,52,35
43,53,4
43,54,3.08E-10
43,55,2.70E-10
43,56,2.58E-10
43,57,3.78E-11
43,58,1.86E-10
43,59,3.69E-10
43,60,2.71E-10
43,61,8.42E-11
43,62,4.67E-10
43,63,3.20E-10
43,64,2.07E-10
43,65,1.11E-10
43,66,2.08E-10
43,67,3.45E-10
43,68,5.64E-11
43,69,3
43,70,35
43,71,151
43,72,2894
43,73,8736
43,74,58315
43,75,251415
43,76,570206
43,77,990338
43,78,1435486
43,79,1682517
43,80,1721973
43,81,1605458
43,82,1423677
43,83,1355995
43,84,1404345
43,85,1481632
43,86,1556945
43,87,1585614
43,88,1570733
43,89,1572417
43,90,1572055
43,91,1582370
43,92,1682035
43,93,2098714
43,94,2775785
43,95,3586917
43,96,4213591
43,97,4309012
43,98,3958456
43,99,3301116
43,100,2606334
43,101,2052112
43,102,1697852
43,103,1482632
43,104,1406721
43,105,1395141
43,106,1405567
43,107,1420732
43,108,1430527
43,109,1403089
43,110,1345385
43,111,1232059
43,112,1014676
43,113,761145
43,114,480788
43,115,235885
43,116,76558
43,117,10395
43,118,4564
43,119,2007
43,120,874
43,121,61
43,122,8
43,123,3
43,124,1.06E-10
43,125,1.48E-10
43,126,4
43,127,28
44,0,202
44,1,2913
44,2,8821
44,3,68128
44,4,260336
44,5,603601
44,6,1098730
44,7,1661898
44,8,2128924
44,9,2419104
44,10,2532051
44,11,2473472
44,12,2273022
44,13,2045990
44,14,1844419
44,15,1704971
44,16,1662601
44,17,1697557
44,18,1859106
44,19,2180504
44,20,2594158
44,21,3097755
44,22,3741163
44,23,4487539
44,24,5311171
44,25,5833041
44,26,5784838
44,27,5087243
44,28,3898248
44,29,2801226
44,30,2005691
44,31,1614609
44,32,1537220
44,33,1513040
44,34,1520315
44,35,1547539
44,36,1568549
44,37,1553340
44,38,1498173
44,39,1458959
44,40,1482754
44,41,1628215
44,42,1767385
44,43,1747408
44,44,1501743
44,45,1011588
44,46,566212
44,47,223213
44,48,37757
44,49,7372
44,50,2031
44,51,68
44,52,30
44,53,1
44,54,3.38E-10
44,55,2.44E-10
44,56,2.14E-10
44,57,4.74E-11
44,58,1.37E-10
44,59,3.36E-10
44,60,2.72E-10
44,61,1.03E-10
44,62,4.71E-10
44,63,3.17E-10
44,64,2.35E-10
44,65,1.07E-10
44,66,2.13E-10
44,67,3.25E-10
44,68,1.18E-10
44,69,1
44,70,27
44,71,61
44,72,1937
44,73,6936
44,74,35491
44,75,220824
44,76,560557
44,77,996605
44,78,1492080
44,79,1787098
44,80,1837248
44,81,1716537
44,82,1552799
44,83,1482193
44,84,1494244
44,85,1567669
44,86,1600252
44,87,1583253
44,88,1562411
44,89,1554695
44,90,1549843
44,91,1555170
44,92,1744543
44,93,2261586
44,94,3005903
44,95,3810891
44,96,4250910
44,97,4252761
44,98,3854411
44,99,3246680
44,100,2661448
44,101,2066611
44,102,1621104
44,103,1304458
44,104,1147345
44,105,1140891
44,106,1150030
44,107,1162474
44,108,1195828
44,109,1207286
44,110,1176892
44,111,1092602
44,112,915090
44,113,649404
44,114,386466
44,115,185123
44,116,55057
44,117,26227
44,118,14288
44,119,5786
44,120,2145
44,121,384
44,122,46
44,123,1
44,124,1
44,125,1.17E-10
44,126,4
44,127,28
45,0,202
45,1,2913
45,2,8821
45,3,68128
45,4,260336
45,5,603612
45,6,1098729
45,7,1662512
45,8,2130483
45,9,2428175
45,10,2574439
45,11,2577347
45,12,2422940
45,13,2196189
45,14,1955882
45,15,1754898
45,16,1678407
45,17,1743037
45,18,1968393
45,19,2352026
45,20,2814983
45,21,3341359
45,22,3954848
45,23,4613803
45,24,5327875
45,25,5826781
45,26,5826001
45,27,5280517
45,28,4213099
45,29,3060295
45,30,2194365
45,31,1681440
45,32,1515723
45,33,1501792
45,34,1513382
45,35,1535109
45,36,1582679
45,37,1605564
45,38,1571977
45,39,1562643
45,40,1622836
45,41,1770780
45,42,1895499
45,43,1866156
45,44,1557464
45,45,1012480
45,46,544253
45,47,189996
45,48,23773
45,49,6210
45,50,1091
45,51,61
45,52,13
45,53,1
45,54,3.58E-10
45,55,2.11E-10
45,56,1.55E-10
45,57,5.30E-11
45,58,6.86E-11
45,59,2.41E-10
45,60,2.27E-10
45,61,1.06E-10
45,62,4.13E-10
45,63,2.64E-10
45,64,2.18E-10
45,65,8.99E-11
45,66,1.76E-10
45,67,2.84E-10
45,68,1.47E-10
45,69,1
45,70,13
45,71,57
45,72,1073
45,73,5856
45,74,21411
45,75,182426
45,76,530006
45,77,991302
45,78,1533099
45,79,1902735
45,80,1970680
45,81,1858706
45,82,1697979
45,83,1593485
45,84,1593650
45,85,1639837
45,86,1619241
45,87,1584415
45,88,1563485
45,89,1536591
45,90,1540512
45,91,1583838
45,92,1889566
45,93,2491606
45,94,3331256
45,95,4120684
45,96,4401580
45,97,4314942
45,98,3856744
45,99,3279621
45,100,2770806
45,101,2165520
45,102,1612313
45,103,1203917
45,104,939807
45,105,900253
45,106,912634
45,107,929036
45,108,958396
45,109,1014795
45,110,1027366
45,111,952627
45,112,812937
45,113,558593
45,114,358656
45,115,244848
45,116,194318
45,117,193824
45,118,131276
45,119,68459
45,120,24533
45,121,2302
45,122,490
45,123,106
45,124,2
45,125,1
45,126,4
45,127,28
46,0,202
46,1,2913
46,2,8821
46,3,68128
46,4,260336
46,5,603614
46,6,1098739
46,7,1662602
46,8,2131584
46,9,2431088
46,10,2601025
46,11,2655147
46,12,2558579
46,13,2353346
46,14,2086684
46,15,1827292
46,16,1711666
46,17,1807397
46,18,2095569
46,19,2540847
46,20,3050305
46,21,3585858
46,22,4163648
46,23,4745409
46,24,5316560
46,25,5768579
46,26,5800145
46,27,5373793
46,28,4513379
46,29,3368336
46,30,2447729
46,31,1839642
46,32,1543848
46,33,1511078
46,34,1532171
46,35,1556890
46,36,1597236
46,37,1656484
46,38,1667526
46,39,1667443
46,40,1784490
46,41,1951191
46,42,2043511
46,43,1985133
46,44,1568652
46,45,982937
46,46,490833
46,47,139059
46,48,15886
46,49,5648
46,50,525
46,51,35
46,52,11
46,53,1.87E-10
46,54,3.83E-10
46,55,1.83E-10
46,56,1.14E-10
46,57,9.15E-11
46,58,2.19E-11
46,59,1.39E-10
46,60,1.76E-10
46,61,1.20E-10
46,62,3.69E-10
46,63,2.20E-10
46,64,2.02E-10
46,65,8.82E-11
46,66,1.39E-10
46,67,1.98E-10
46,68,1.92E-10
46,69,1.11E-10
46,70,12
46,71,32
46,72,513
46,73,5475
46,74,14562
46,75,129072
46,76,470316
46,77,954888
46,78,1530419
46,79,2005714
46,80,2117905
46,81,2035377
46,82,1870075
46,83,1717257
46,84,1707344
46,85,1695011
46,86,1647315
46,87,1609359
46,88,1570857
46,89,1545240
46,90,1552746
46,91,1676426
46,92,2095599
46,93,2782592
46,94,3690226
46,95,4371057
46,96,4552150
46,97,4376975
46,98,3892929
46,99,3366240
46,100,2902270
46,101,2328285
46,102,1706599
46,103,1241249
46,104,910957
46,105,790419
46,106,799749
46,107,828732
46,108,854715
46,109,921592
46,110,959135
46,111,886813
46,112,716560
46,113,508433
46,114,403720
46,115,369959
46,116,412554
46,117,392202
46,118,265549
46,119,150080
46,120,53759
46,121,4902
46,122,1967
46,123,229
46,124,5
46,125,5
46,126,4
